,Model,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,model,train,0.9984848499298096,1.0,1.0,1.0,0.9989373007438895
1,model,test,0.8035714030265808,0.918918918918919,0.918918918918919,0.7857142857142857,0.860759493670886
