,Model,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,model,train,0.9846625924110413,0.9829787234042553,0.9829787234042553,0.9574468085106383,0.9892933618843684
1,model,test,0.8615384697914124,0.9019607843137255,0.9019607843137255,0.6666666666666666,0.9108910891089109
