,Model,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,model,train,0.9773070812225342,0.9753086419753086,0.9753086419753086,0.9347826086956522,0.984423676012461
1,model,test,0.800000011920929,0.8571428571428571,0.8571428571428571,0.7368421052631579,0.8450704225352113
