,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,Train,0.9465317726135254,0.9426934097421203,0.9508670520231214,0.9421965317919075,0.9467625899280576
1,Test,0.4646892547607422,0.4675324675324675,0.5084745762711864,0.4209039548022599,0.48714479025710417
