,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,Train,0.9667630195617676,0.9622641509433962,0.998220640569395,0.8307692307692308,0.9799126637554585
1,Test,0.758474588394165,0.8045801526717558,0.9245614035087719,0.07246376811594203,0.8604081632653061
