,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,Train,0.9291907548904419,0.9072847682119205,0.9832535885167464,0.8467153284671532,0.9437428243398392
1,Test,0.5677965879440308,0.636986301369863,0.6549295774647887,0.43617021276595747,0.6458333333333334
