,Model,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,model,train,0.9862805008888245,0.9830148619957537,0.9830148619957537,0.9583333333333334,0.9903743315508021
1,model,test,0.8666666746139526,0.9555555555555556,0.9555555555555556,0.8181818181818182,0.9148936170212767
