,Model,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,model,train,0.9893292784690857,0.9916142557651991,0.9916142557651991,0.9777777777777777,0.9926547743966423
1,model,test,0.6065573692321777,0.71875,0.71875,0.6086956521739131,0.6571428571428571
