,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,Train,0.9190751314163208,0.9004424778761062,0.9736842105263158,0.8357664233576643,0.9356321839080459
1,Test,0.5946327447891235,0.6344294003868471,0.7699530516431925,0.32978723404255317,0.6956521739130435
