,Model,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,model,train,0.961773693561554,0.9630390143737166,0.9630390143737166,0.898876404494382,0.9740394600207685
1,model,test,0.8095238208770752,0.782608695652174,0.782608695652174,0.6,0.8571428571428571
