,Model,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,model,train,0.9879153966903687,0.983402489626556,0.983402489626556,0.9574468085106383,0.9916317991631798
1,model,test,0.8363636136054993,0.8974358974358975,0.8974358974358975,0.7333333333333333,0.8860759493670887
