,Model,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,model,train,0.949924111366272,0.9642105263157895,0.9642105263157895,0.9081081081081082,0.9652265542676501
1,model,test,0.8771929740905762,0.8809523809523809,0.8809523809523809,0.7222222222222222,0.9135802469135802
