,Model,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,model,train,0.9693721532821655,0.9644351464435147,0.9644351464435147,0.91005291005291,0.9787685774946921
1,model,test,0.761904776096344,0.8695652173913043,0.8695652173913043,0.5714285714285714,0.8421052631578948
