,Model,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,model,train,0.9683257937431335,0.989247311827957,0.989247311827957,0.9732620320855615,0.9776833156216791
1,model,test,0.8333333134651184,0.8918918918918919,0.8918918918918919,0.75,0.88
