,Model,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,model,train,0.9984543919563293,1.0,1.0,1.0,0.9989212513484358
1,model,test,0.8550724387168884,0.9148936170212766,0.9148936170212766,0.8,0.8958333333333333
