,Model,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,model,train,0.9910045266151428,0.9916317991631799,0.9916317991631799,0.9790575916230366,0.9937106918238993
1,model,test,0.9200000166893005,0.925,0.925,0.75,0.9487179487179489
