,Model,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,model,train,0.9984848499298096,0.9978991596638656,0.9978991596638656,0.9945945945945946,0.9989484752891693
1,model,test,0.7857142686843872,0.8421052631578947,0.8421052631578947,0.6666666666666666,0.8421052631578947
