,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,Train,0.9378612637519836,0.9330254041570438,0.9665071770334929,0.8941605839416058,0.9494712103407754
1,Test,0.5790960192680359,0.6409691629955947,0.6830985915492958,0.4219858156028369,0.6613636363636364
