,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,Train,0.9595375657081604,0.9556313993174061,0.99644128113879,0.8,0.9756097560975611
1,Test,0.7330508232116699,0.7935285053929122,0.9035087719298246,0.028985507246376812,0.8449548810500411
