,Model,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,model,train,0.9879699349403381,0.9894736842105263,0.9894736842105263,0.9739583333333334,0.9915611814345991
1,model,test,0.8269230723381042,0.9,0.9,0.6363636363636364,0.888888888888889
