,Model,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,model,train,0.9954614043235779,0.9936842105263158,0.9936842105263158,0.9841269841269841,0.996832101372756
1,model,test,0.7142857313156128,0.8611111111111112,0.8611111111111112,0.6428571428571429,0.7948717948717949
