,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,Train,0.9291907548904419,0.9165085388994307,0.9897540983606558,0.7843137254901961,0.9517241379310346
1,Test,0.659604549407959,0.7211703958691911,0.8413654618473896,0.22857142857142856,0.7766450417052827
