,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,Train,0.939306378364563,0.9444444444444444,0.9335260115606936,0.9450867052023122,0.938953488372093
1,Test,0.47740113735198975,0.4782608695652174,0.4971751412429379,0.4576271186440678,0.48753462603878117
