,Model,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,model,train,0.9815384745597839,0.9829424307036247,0.9829424307036247,0.9567567567567568,0.987152034261242
1,model,test,0.8030303120613098,0.8571428571428571,0.8571428571428571,0.6111111111111112,0.8659793814432989
