,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,Train,0.9320809245109558,0.9298245614035088,0.9774590163934426,0.8235294117647058,0.9530469530469531
1,Test,0.6765536665916443,0.740608228980322,0.8313253012048193,0.30952380952380953,0.7833491012298959
