,Model,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,model,train,0.9984732866287231,1.0,1.0,1.0,0.9989350372736955
1,model,test,0.8852459192276001,0.8913043478260869,0.8913043478260869,0.7222222222222222,0.9213483146067417
