,Model,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,model,train,1.0,1.0,1.0,1.0,1.0
1,model,test,0.8947368264198303,0.9069767441860465,0.9069767441860465,0.75,0.9285714285714286
