,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,Train,0.9479768872261047,0.9479768786127167,0.9479768786127167,0.9479768786127167,0.9479768786127167
1,Test,0.46045199036598206,0.4627659574468085,0.4915254237288136,0.4293785310734463,0.4767123287671233
