,Model,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,model,train,0.9483282566070557,0.936,0.936,0.8297872340425532,0.9649484536082474
1,model,test,0.8474576473236084,0.8723404255319149,0.8723404255319149,0.6,0.9010989010989012
