,Model,Data,Accuracy,Precision,Recall,Negative Recall,F1 Score
0,model,train,0.9938367009162903,0.9915254237288136,0.9915254237288136,0.9779005524861878,0.9957446808510638
1,model,test,0.8529411554336548,0.86,0.86,0.6818181818181818,0.8958333333333334
